seqnames	start	end	width	strand	geneID	Chr	ATAC_Start	ATAC_End	Strand	Length	ATAC_factor	ATAC_direction	ATAC_Gd7	ATAC_Time	ATAC_Toll10b	ATAC_Toll9	PRO_Gd7	PRO_Toll10b	PRO_Toll9	PRO_Time	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_geneID	K27ac_Chr	K27ac_Start	K27ac_End	K27ac_Strand	K27ac_Length	K27ac_factor	K27ac_direction	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	enhancerID	enhancerGenotype	insituID	inSituLocation	inSituScore	geneID_unique	enhancer	inSitu	UMAP1	UMAP2	distance1	distance2
chr2L	2162298	2164218	1921	*	Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.17899958246707	1.27109598233014	0.315841689629044	-0.208255919819608	-0.56041379565898	-0.714113162939565	1.8079900451441	2.1320233581417	-0.412687555468025	0.654696155592475	-0.2372272214145	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region229.7	0	1	12.4687643051147	7.10509204864502	12.4687643051147	14.3510423424998
chr2L	2162298	2164218	1921	*	Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.17899958246707	1.27109598233014	0.315841689629044	-0.208255919819608	-0.56041379565898	-0.714113162939565	1.8079900451441	2.1320233581417	-0.412687555468025	0.654696155592475	-0.2372272214145	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region229.7	0	1	12.4661617279053	7.10184526443481	12.4661617279053	14.3471737421091
chr2L	2162298	2164218	1921	*	Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.17899958246707	1.27109598233014	0.315841689629044	-0.208255919819608	-0.56041379565898	-0.714113162939565	1.8079900451441	2.1320233581417	-0.412687555468025	0.654696155592475	-0.2372272214145	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region229.7	0	1	12.4670095443726	7.10298871994019	12.4670095443726	14.3484764255678
chr2L	2162298	2164218	1921	*	Region229	chr2L	2162298	2164218	.	1921	Time	Up	-0.17899958246707	1.27109598233014	0.315841689629044	-0.208255919819608	-0.56041379565898	-0.714113162939565	1.8079900451441	2.1320233581417	-0.412687555468025	0.654696155592475	-0.2372272214145	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region229.7	0	1	12.4654674530029	7.10273504257202	12.4654674530029	14.3470109746545
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7064	procephalic_ectoderm_AISN	4	Region230	0	0	12.4464406967163	7.10564947128296	12.4464406967163	14.3319273102266
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7064	procephalic_ectoderm_AISN	4	Region230	0	0	12.4382486343384	7.10801887512207	12.4382486343384	14.3259890206126
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7064	procephalic_ectoderm_AISN	4	Region230	0	0	12.4451484680176	7.10486936569214	12.4451484680176	14.3304183154069
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7065	dorsal_ectoderm_AISN_broad	4	Region230.1	0	1	12.4464406967163	7.10564947128296	12.4464406967163	14.3319273102266
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7065	dorsal_ectoderm_AISN_broad	4	Region230.1	0	1	12.4382486343384	7.10801887512207	12.4382486343384	14.3259890206126
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7065	dorsal_ectoderm_AISN_broad	4	Region230.1	0	1	12.4451484680176	7.10486936569214	12.4451484680176	14.3304183154069
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region230.2	0	1	12.4464406967163	7.10564947128296	12.4464406967163	14.3319273102266
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region230.2	0	1	12.4382486343384	7.10801887512207	12.4382486343384	14.3259890206126
chr2L	2164421	2165493	1073	*	Region230	chr2L	2164421	2165493	.	1073	Time	Up	-0.0558469147821911	0.746356047968262	-0.128042996759873	0.258069530597012	-0.24384347068441	-1.14669579304136	1.9625531720919	1.89216089151102	0.143384231565553	-0.311973395633008	0.195504076576672	Region116	chr2L	2163998	2164717	.	720	Toll10b	Down	1.55358019316007	-1.61437773830628	0.39568277158347	None	None	region 7066	ventral_ectoderm_AISN	4	Region230.2	0	1	12.4451484680176	7.10486936569214	12.4451484680176	14.3304183154069
chr2L	2172213	2172892	680	*	Region231	chr2L	2172213	2172892	.	680	Toll9	Up	0.480878699906196	-0.915472457002336	-2.3054625367698	2.63668656557696	-0.220858229222619	-1.27783826949252	2.11406000918435	2.12115365264364	-0.217315445418675	-1.11072186755269	1.82273398153879	Region119	chr2L	2172844	2173303	.	460	Toll10b	Down	1.02433327695113	-2.2917539557987	1.63687239030727	region 541	Toll9	None	None	-1	Region231	1	0	10.2240343093872	10.0540266036987	10.2240343093872	14.3392582969765
chr2L	4053757	4054346	590	*	Region377	chr2L	4053757	4054346	.	590	Toll9	Up	0.462437517296116	-0.0349583515669401	-1.57272449290979	1.61694668423695	0.509469690086127	-1.19744082418191	0.953821630860491	-0.18801602669194	-0.2551947194966	-0.619581006123363	1.22414935266787	Region205	chr2L	4053897	4055874	.	1978	Toll10b	Down	0.549146076936342	-0.649619922772749	0.22841233225165	None	None	None	None	-1	Region377	0	0	9.879638671875	9.6011905670166	9.879638671875	13.7764335221775
chr2L	4367830	4369436	1607	*	Region398	chr2L	4367830	4369436	.	1607	Toll10b	Down	1.15302338541768	-0.659773112130246	-1.94745124999344	1.21738521778226	0.00847896315248347	-0.840605805507512	1.17022816725887	-1.29180752012334	0.607572636027487	-0.735571630466437	0.0437604395867595	Region218	chr2L	4367073	4368464	.	1392	Toll9	Up	-0.805609809951902	-0.558999635176742	1.36004844392532	None	None	None	None	-1	Region398	0	0	10.62269115448	9.83730030059814	10.62269115448	14.478053894347
chr2L	4367830	4369436	1607	*	Region398	chr2L	4367830	4369436	.	1607	Toll10b	Down	1.15302338541768	-0.659773112130246	-1.94745124999344	1.21738521778226	0.00847896315248347	-0.840605805507512	1.17022816725887	-1.29180752012334	0.607572636027487	-0.735571630466437	0.0437604395867595	Region219	chr2L	4369153	4369698	.	546	Gd7	Down	-1.82436324892251	1.0679287162919	0.463443117361681	None	None	None	None	-1	Region398.1	0	0	13.4935607910156	11.6311178207397	13.4935607910156	17.8145750603477
chr2L	4820232	4822674	2443	*	Region419	chr2L	4820232	4822674	.	2443	Toll9	Up	-0.509807961463384	-1.14242225177638	-0.434524168604547	1.30887405229004	0.212054800392782	-0.566273879781851	0.492467063571167	-1.05583246067454	0.158609166283452	-0.445736884450442	0.350931706289606	Region242	chr2L	4821860	4823692	.	1833	Toll9	Up	-0.15746860294684	-1.36573371902699	1.67448882375335	None	None	None	None	-1	Region419.1	0	0	10.7691268920898	9.02333354949951	10.7691268920898	14.0497203660235
chr2L	4823272	4823506	235	*	Region420	chr2L	4823272	4823506	.	235	Time	Down	0.518070739631107	-1.30300959213252	-1.057395345509	0.807006137506788	-0.354016409692518	-0.817923712611675	1.65807375396038	-2.09805993838994	0.14095051651959	-0.921143859952198	1.01443712600842	Region242	chr2L	4821860	4823692	.	1833	Toll9	Up	-0.15746860294684	-1.36573371902699	1.67448882375335	None	None	None	None	-1	Region420	0	0	10.6161823272705	9.96074199676514	10.6161823272705	14.5574622902473
chr2L	4823736	4824287	552	*	Region421	chr2L	4823736	4824287	.	552	Toll10b	Down	1.42020344982492	-2.81149514908766	-3.21214901779007	2.65920191286949	-0.249880249785408	-0.46411443599488	1.01109854673492	-2.83190854346697	1.10123260276591	-1.47971575014196	0.275334132242588	Region243	chr2L	4824219	4825703	.	1485	Toll9	Up	0.013956362373518	-1.68423562288822	1.87551843995721	None	None	None	None	-1	Region421	0	0	9.79751396179199	10.4396495819092	9.79751396179199	14.3170375156513
chr2L	7009658	7010881	1224	*	Region582	chr2L	7009658	7010881	.	1224	Toll10b	Down	1.24026156854758	-1.91897014002791	-2.02116419945384	1.20451481647949	1.27010854958849	-1.89633695253383	0.846267483425739	-0.825880908099914	0.334020676795736	-0.380397258983629	-0.00804783489857833	Region361	chr2L	7009001	7009829	.	829	Toll9	Up	0.0231394945803507	-1.61643012507658	1.79114124680491	None	None	None	None	-1	Region582	0	0	9.60610771179199	10.326150894165	9.60610771179199	14.1034285781726
chr2L	7009658	7010881	1224	*	Region582	chr2L	7009658	7010881	.	1224	Toll10b	Down	1.24026156854758	-1.91897014002791	-2.02116419945384	1.20451481647949	1.27010854958849	-1.89633695253383	0.846267483425739	-0.825880908099914	0.334020676795736	-0.380397258983629	-0.00804783489857833	Region362	chr2L	7010085	7010458	.	374	Toll10b	Down	0.470608879062443	-0.539267689534605	0.176186992991264	None	None	None	None	-1	Region582.1	0	0	9.41228103637695	10.1360750198364	9.41228103637695	13.8322467847958
chr2L	7009658	7010881	1224	*	Region582	chr2L	7009658	7010881	.	1224	Toll10b	Down	1.24026156854758	-1.91897014002791	-2.02116419945384	1.20451481647949	1.27010854958849	-1.89633695253383	0.846267483425739	-0.825880908099914	0.334020676795736	-0.380397258983629	-0.00804783489857833	Region363	chr2L	7010689	7011234	.	546	Toll9	Up	-0.144880377827656	-0.206607653430219	0.363515427428353	None	None	None	None	-1	Region582.2	0	0	9.45620441436768	10.143443107605	9.45620441436768	13.8675607084853
chr2L	8386988	8387433	446	*	Region682	chr2L	8386988	8387433	.	446	Time	Down	0.0769375331309148	-2.82575045031401	-0.58733139037337	0.733332124932748	-0.403307228848035	0.0775850659507456	0.4691362620147	-0.806215160358866	-0.756330197513928	0.276535975929086	0.80078457982501	Region436	chr2L	8386142	8388145	.	2004	Toll10b	Up	-0.583330856999062	1.01412294501637	-0.605944024074633	None	None	None	None	-1	Region682	0	0	12.8840551376343	9.83452796936035	12.8840551376343	16.2085414880467
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7415	procephalic_ectoderm_AISN	4	Region703	1	0	11.0660543441772	10.3755712509155	11.0660543441772	15.1693782842643
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7415	procephalic_ectoderm_AISN	4	Region703	1	0	11.0661115646362	10.3736152648926	11.0661115646362	15.1680822395248
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7415	procephalic_ectoderm_AISN	4	Region703	1	0	11.0802736282349	10.3787136077881	11.0802736282349	15.1819023784585
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7415	procephalic_ectoderm_AISN	4	Region703	1	0	11.065354347229	10.3741655349731	11.065354347229	15.167906163237
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7416	anterior	4	Region703.1	1	0	11.0660543441772	10.3755712509155	11.0660543441772	15.1693782842643
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7416	anterior	4	Region703.1	1	0	11.0661115646362	10.3736152648926	11.0661115646362	15.1680822395248
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7416	anterior	4	Region703.1	1	0	11.0802736282349	10.3787136077881	11.0802736282349	15.1819023784585
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 546	Toll9	region 7416	anterior	4	Region703.1	1	0	11.065354347229	10.3741655349731	11.065354347229	15.167906163237
chr2L	8809571	8810598	1028	*	Region703	chr2L	8809571	8810598	.	1028	Toll9	Up	0.0745655751181731	0.250072945393864	-2.29535319974132	3.17169313394427	-0.671260477762164	-1.13438769918815	2.55807606040276	-0.825816213455753	-0.158621509320547	-0.984965893030135	1.56359193489082	Region455	chr2L	8808787	8809828	.	1042	Toll9	Up	0.111701441476076	-1.93633860319596	2.06917785729289	region 547	Toll9	region 7415	procephalic_ectoderm_AISN	4	Region703.2	1	0	11.0660543441772	10.3755712509155	11.0660543441772	15.1693782842643
