Enhancer_row	Enhancer_ID	Enhancer_Chr	Enhancer_Start	Enhancer_End	Enhancer_Factor	Enhancer_Direction	enhancerID	insituID	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	Enhancer_Time	Background	Gene_row	Gene_geneID	Gene_Chr	Gene_Start	Gene_End	Gene_Strand	Gene_Direction	Gene_Factor	Gene_Gd7	Gene_Toll10b	Gene_Toll9	Gene_Time	Distance	PROseq_Classification	ATACseq_Classification	pair_score	name	geneFunc	score	geneName	geneFuncFullText
691	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 320	region 8115	-9.27792205231943	18.6142311811711	-10.0913676565046	-2.08709198844	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.9532582661226	O15943	Neural-cadherin	1000	CadN	<ul><li>Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. May associate with arm neural isoform and participate in the transmission of developmental information.</ul>
698	Region1266	chr2L	18151179	18151876	Gd7	Down	None	None	-2.01473711283777	-1.56452913447736	3.42740755956305	-1.0208245248659	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	5335	Gd7 Down	Gd7 Down	2.4832647944729	Q9VJ97	2-oxoglutarate and iron-dependent oxygenase JMJD4 homolog	1000		<ul><li></ul>
699	Region1266	chr2L	18151179	18151876	Gd7	Down	None	None	-1.99295937824277	-1.16582453438007	2.97514899080822	-1.0208245248659	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	5335	Gd7 Down	Gd7 Down	2.4614870598779	Q9VJ97	2-oxoglutarate and iron-dependent oxygenase JMJD4 homolog	1000		<ul><li></ul>
700	Region1267	chr2L	18152080	18152804	Gd7	Down	None	None	-1.4724248982658	1.25737923773669	0.37347763465016	1.15595726075925	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	4407	Gd7 Down	Gd7 Down	1.94095257990093	Q9VJ97	2-oxoglutarate and iron-dependent oxygenase JMJD4 homolog	1000		<ul><li></ul>
745	Region1341	chr2L	19160645	19160995	Toll9	Up	None	None	0.567960073490349	-2.51279410193128	2.25521355634494	0.973080366053345	No	6878	FBgn0010300	chr2L	19168146	19177520	+	Up	Toll9	-0.594386676560226	-0.349343916363755	1.28495172300371	0.0705097569255889	7150	Toll9 Up	Toll9 Up	3.54016527934865	Q8MQJ9	Brain tumor protein	1000	brat	<ul><li>A NHL-domain family protein that functions a translational repressor to inhibit cell proliferation (PubMed:11274060). Plays a central role in translation repression of hb mRNA by being recruited by nos and pum to the Nanos Response Element (NRE), a 16 bp sequence in the hb mRNA 3'-UTR (PubMed:11274060). Probably recruited by other proteins to repress translation of other mRNAs in other tissues (PubMed:11274060). Involved in the regulation of ribosomal RNA synthesis and cell growth (PubMed:11807032). Participates in abdominal segmentation and imaginal disk development (PubMed:11274060). During neuroblast division, segregates asymmetrically and inhibits self-renewal of one of the two daughter cells (PubMed:16564014). Together with the asymmetrically segregating transcription factor prospero ensures that the daughter cell will stop growing, exit the cell cycle, and differentiate into neurons possibly by modulating the function of dm in ganglion mother cells (GMC) (PubMed:11807032, PubMed:16564014). Restrics developmental potential of type II intermediary neuronal progenitor (INP) cells playing a role in proliferation and maturation of the neuroblasts (PubMed:24550111, PubMed:14561773, PubMed:22143802, PubMed:18342578).</ul>
746	Region1342	chr2L	19161225	19162015	Toll9	Up	None	None	-0.196617443509247	-0.861268636372744	1.35388869595817	0.926032543805478	Yes	6878	FBgn0010300	chr2L	19168146	19177520	+	Up	Toll9	-0.594386676560226	-0.349343916363755	1.28495172300371	0.0705097569255889	6130	Toll9 Up	Toll9 Up	2.63884041896188	Q8MQJ9	Brain tumor protein	1000	brat	<ul><li>A NHL-domain family protein that functions a translational repressor to inhibit cell proliferation (PubMed:11274060). Plays a central role in translation repression of hb mRNA by being recruited by nos and pum to the Nanos Response Element (NRE), a 16 bp sequence in the hb mRNA 3'-UTR (PubMed:11274060). Probably recruited by other proteins to repress translation of other mRNAs in other tissues (PubMed:11274060). Involved in the regulation of ribosomal RNA synthesis and cell growth (PubMed:11807032). Participates in abdominal segmentation and imaginal disk development (PubMed:11274060). During neuroblast division, segregates asymmetrically and inhibits self-renewal of one of the two daughter cells (PubMed:16564014). Together with the asymmetrically segregating transcription factor prospero ensures that the daughter cell will stop growing, exit the cell cycle, and differentiate into neurons possibly by modulating the function of dm in ganglion mother cells (GMC) (PubMed:11807032, PubMed:16564014). Restrics developmental potential of type II intermediary neuronal progenitor (INP) cells playing a role in proliferation and maturation of the neuroblasts (PubMed:24550111, PubMed:14561773, PubMed:22143802, PubMed:18342578).</ul>
765	Region1379	chr2L	19571449	19572870	Time	Up	None	None	-1.77528238729045	0.581452083615393	0.966647122467412	1.08350364955216	Yes	6903	FBgn0005672	chr2L	19568296	19568997	-	Up	Time	0.182310089139612	-0.210547161182774	0.0391421088239236	0.440351669201809	2451	Time Up	Time Up	1.52385531875397	Q01083	Protein spitz	1000	spi	<ul><li>Ligand for the EGF receptor (Gurken). Involved in a number of unrelated developmental choices, for example, dorsal-ventral axis formation, glial migration, sensory organ determination, and muscle development. It is required for photoreceptor determination.</ul>
833	Region1600	chr2L	21843294	21844065	Time	Up	None	region 121	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
834	Region1600	chr2L	21843294	21844065	Time	Up	None	region 122	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
835	Region1600	chr2L	21843294	21844065	Time	Up	None	region 123	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
836	Region1600	chr2L	21843294	21844065	Time	Up	None	region 124	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
837	Region1600	chr2L	21843294	21844065	Time	Up	None	region 125	-2.25182816030206	1.16913013968101	1.11302201302747	1.98494880693993	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08495399015399	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
840	Region1603	chr2L	21851329	21851861	Time	Up	None	None	-1.63423845261202	0.447836682914711	1.33544668224983	1.56525466070603	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	15149	Time Up	Time Up	2.66525984392009	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
841	Region1603	chr2L	21851329	21851861	Time	Up	None	None	-1.87001069824398	0.466540867543347	1.53021841217749	1.56525466070603	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	15149	Time Up	Time Up	2.66525984392009	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
882	Region1744	chr2R	6195578	6196912	Toll10b	Down	region 59	None	5.56415679367464	-7.65042759899829	2.64070683490414	-2.26107924815622	No	3199	FBgn0033069	chr2R	6200917	6201830	+	Down	Toll10b	2.14263172994521	-2.17390190065018	0.0500919634969005	-1.68945679301925	4004	Toll10b Down	Toll10b Down	9.82432949964847	A1Z6K7	Eukaryotic translation initiation factor 3 subunit F-2	1000	eIF3f2	<ul><li>Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation.</ul>
883	Region1744	chr2R	6195578	6196912	Toll10b	Down	region 59	None	3.4486336040335	-7.12884731417286	4.00469919520672	-2.26107924815622	No	3199	FBgn0033069	chr2R	6200917	6201830	+	Down	Toll10b	2.14263172994521	-2.17390190065018	0.0500919634969005	-1.68945679301925	4004	Toll10b Down	Toll10b Down	9.30274921482304	A1Z6K7	Eukaryotic translation initiation factor 3 subunit F-2	1000	eIF3f2	<ul><li>Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation.</ul>
888	Region1757	chr2R	6459774	6460140	Toll9	Up	None	None	-3.49122868137019	-3.14402166259981	8.02823307429919	-3.28758740855073	No	3206	FBgn0086655	chr2R	6503039	6619250	+	Up	Toll9	-0.204719443700482	-0.126541352721899	0.451047135604882	0.0287485628040165	42898	Toll9 Up	Toll9 Up	8.47928020990407	Q7KHG2	Zinc finger protein jing	1000	jing	<ul><li>May functionally interact with Polycomb group (PcG) and trithorax group (trxG) proteins to repress transcription (Probable). Required for Egfr pathway function and MAPK activity in CNS midline and tracheal placodes and for CNS axon development and tracheal tubule development. Required to establish the primary axon scaffold in the brain and for lateral positioning of longitudinal glia, longitudinal axons and neurons. Required for glial survival. Required to establish the proximo-distal axis of the developing leg and for wing vein and alula development. Required for regenerative growth in leg imaginal disks. Required for the initiation of anterior migration of border cells of the ovary.</ul>
1227	Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.110289374486849	-6.83170557692638	7.6897402086292	-1.02299789161845	No	3695	FBgn0003326	chr2R	12780863	12800933	+	Up	Toll9	-2.09325947410345	-0.199639729250429	3.11967799693372	-0.558425480827723	3073	Toll9 Up	Toll9 Up	10.8094182055629	P21520	Protein scabrous	1000	sca	<ul><li>Involved in regulation of neurogenesis. May encode a lateral inhibitor of R8 differentiation. In conjunction with Gp150, promotes Notch activation in response to Delta by regulating acquisition of insensitivity to Delta in a subset of cells.</ul>
1228	Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.509798449880129	-6.74639059947945	7.96162294730081	-1.02299789161845	No	3695	FBgn0003326	chr2R	12780863	12800933	+	Up	Toll9	-2.09325947410345	-0.199639729250429	3.11967799693372	-0.558425480827723	3073	Toll9 Up	Toll9 Up	11.0813009442345	P21520	Protein scabrous	1000	sca	<ul><li>Involved in regulation of neurogenesis. May encode a lateral inhibitor of R8 differentiation. In conjunction with Gp150, promotes Notch activation in response to Delta by regulating acquisition of insensitivity to Delta in a subset of cells.</ul>
1378	Region2532	chr2R	15349279	15351088	Time	Up	None	region 884	-1.92529926102398	1.36078885337324	0.267078094776609	2.40625092093309	Yes	3871	FBgn0034013	chr2R	15357028	15367152	+	Up	Time	0.0948473087586569	-0.83915997827408	1.0153900248123	1.60978961503559	5939	Time Up	Time Up	4.01604053596868	Q95TU8	Netrin receptor unc-5	1000	unc-5	<ul><li>Receptor for netrin required for motor axon guidance. Mediates both short- and long-range axon motor repulsion in the developing nervous system upon ligand binding. Also involved in glial migration. While short-range repulsion requires both fra and unc-5, long-range repulsion only requires unc-5.</ul>
1379	Region2533	chr2R	15352178	15352926	Time	Up	None	region 884	0.373674113287081	-1.58197893233728	0.773332776668568	2.56143172407246	Yes	3871	FBgn0034013	chr2R	15357028	15367152	+	Up	Time	0.0948473087586569	-0.83915997827408	1.0153900248123	1.60978961503559	4101	Time Up	Time Up	4.17122133910805	Q95TU8	Netrin receptor unc-5	1000	unc-5	<ul><li>Receptor for netrin required for motor axon guidance. Mediates both short- and long-range axon motor repulsion in the developing nervous system upon ligand binding. Also involved in glial migration. While short-range repulsion requires both fra and unc-5, long-range repulsion only requires unc-5.</ul>
1380	Region2533	chr2R	15352178	15352926	Time	Up	None	region 884	0.340069496927803	-0.430373364073877	-0.444929085878746	2.56143172407246	No	3871	FBgn0034013	chr2R	15357028	15367152	+	Up	Time	0.0948473087586569	-0.83915997827408	1.0153900248123	1.60978961503559	4101	Time Up	Time Up	4.17122133910805	Q95TU8	Netrin receptor unc-5	1000	unc-5	<ul><li>Receptor for netrin required for motor axon guidance. Mediates both short- and long-range axon motor repulsion in the developing nervous system upon ligand binding. Also involved in glial migration. While short-range repulsion requires both fra and unc-5, long-range repulsion only requires unc-5.</ul>
1466	Region2607	chr2R	16154053	16155042	Time	Up	region 376	None	-7.24069144916075	2.59253268768902	4.88534940514465	2.5081080193661	No	3930	FBgn0029175	chr2R	16146385	16148657	-	Up	Time	-0.489410669173145	0.410754030540959	0.105567374969859	0.658399121133094	5395	Time Up	Time Up	3.16650714049919	Q9Y169	Exostosin-2	1000	sotv	<ul><li>Glycosyltransferase required for the biosynthesis of heparan-sulfate and responsible for the alternating addition of beta-1-4-linked glucuronic acid (GlcA) and alpha-1-4-linked N-acetylglucosamine (GlcNAc) units to nascent heparan sulfate chains. Plays a central role in diffusion of morphogens hedgehog (hh), wingless (wg) and Decapentaplegic (dpp) via its role in heparan sulfate proteoglycans (HSPGs) biosynthesis, HSPGs being required for movement of Hh, Dpp and wg morphogens.</ul>
