Enhancer_row	Enhancer_ID	Enhancer_Chr	Enhancer_Start	Enhancer_End	Enhancer_Factor	Enhancer_Direction	enhancerID	insituID	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	Enhancer_Time	Background	Gene_row	Gene_geneID	Gene_Chr	Gene_Start	Gene_End	Gene_Strand	Gene_Direction	Gene_Factor	Gene_Gd7	Gene_Toll10b	Gene_Toll9	Gene_Time	EnhancerDistance	PROseq_Classification	ATACseq_Classification	pair_score	name	geneFunc	score	geneName	geneFuncFullText
692	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 319	region 8115	-9.20837357967919	18.2916985111687	-10.0178567155622	-2.08813929323414	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.6307255961202	O15943	Neural-cadherin	1000	CadN	<ul><li>Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. May associate with arm neural isoform and participate in the transmission of developmental information.</ul>
693	Region1251	chr2L	17748581	17749250	Toll10b	Up	region 320	region 8115	-9.20837357967919	18.2916985111687	-10.0178567155622	-2.08813929323414	No	6804	FBgn0015609	chr2L	17650387	17739518	-	Up	Toll10b	-3.98277923006615	7.3390270849515	-4.59094374663521	0.534998227359193	9062	Toll10b Up	Toll10b Up	25.6307255961202	O15943	Neural-cadherin	1000	CadN	<ul><li>Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. May associate with arm neural isoform and participate in the transmission of developmental information.</ul>
700	Region1266	chr2L	18151179	18151876	Gd7	Down	None	None	-1.99203657129102	-1.59243556149499	3.43893341023526	-1.01932075058978	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	5335	Gd7 Down	Gd7 Down	-2.46056425292615	Q9VJ97	2-oxoglutarate and iron-dependent oxygenase JMJD4 homolog	1000		<ul><li></ul>
701	Region1266	chr2L	18151179	18151876	Gd7	Down	None	None	-1.96694655862945	-1.21970883083493	2.99822424935215	-1.01932075058978	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	5335	Gd7 Down	Gd7 Down	-2.43547424026458	Q9VJ97	2-oxoglutarate and iron-dependent oxygenase JMJD4 homolog	1000		<ul><li></ul>
702	Region1267	chr2L	18152080	18152804	Gd7	Down	None	None	-1.44604902354921	1.20360833885583	0.395936756967017	1.15755422040747	Yes	6810	FBgn0032671	chr2L	18157212	18158540	-	Down	Gd7	-0.468527681635126	0.302627759773878	0.22461844955348	-0.239349738309934	4407	Gd7 Down	Gd7 Down	-1.91457670518434	Q9VJ97	2-oxoglutarate and iron-dependent oxygenase JMJD4 homolog	1000		<ul><li></ul>
747	Region1341	chr2L	19160645	19160995	Toll9	Up	None	None	0.563330933503492	-2.54468661537292	2.29752031268055	0.975036784783217	No	6878	FBgn0010300	chr2L	19168146	19177520	+	Up	Toll9	-0.594386676560226	-0.349343916363755	1.28495172300371	0.0705097569255889	7150	Toll9 Up	Toll9 Up	3.58247203568426	Q8MQJ9	Brain tumor protein	1000	brat	<ul><li>A NHL-domain family protein that functions a translational repressor to inhibit cell proliferation (PubMed:11274060). Plays a central role in translation repression of hb mRNA by being recruited by nos and pum to the Nanos Response Element (NRE), a 16 bp sequence in the hb mRNA 3'-UTR (PubMed:11274060). Probably recruited by other proteins to repress translation of other mRNAs in other tissues (PubMed:11274060). Involved in the regulation of ribosomal RNA synthesis and cell growth (PubMed:11807032). Participates in abdominal segmentation and imaginal disk development (PubMed:11274060). During neuroblast division, segregates asymmetrically and inhibits self-renewal of one of the two daughter cells (PubMed:16564014). Together with the asymmetrically segregating transcription factor prospero ensures that the daughter cell will stop growing, exit the cell cycle, and differentiate into neurons possibly by modulating the function of dm in ganglion mother cells (GMC) (PubMed:11807032, PubMed:16564014). Restrics developmental potential of type II intermediary neuronal progenitor (INP) cells playing a role in proliferation and maturation of the neuroblasts (PubMed:24550111, PubMed:14561773, PubMed:22143802, PubMed:18342578).</ul>
748	Region1342	chr2L	19161225	19162015	Toll9	Up	None	None	-0.201802215568639	-0.892301537074468	1.3952987712657	0.927657935713842	Yes	6878	FBgn0010300	chr2L	19168146	19177520	+	Up	Toll9	-0.594386676560226	-0.349343916363755	1.28495172300371	0.0705097569255889	6130	Toll9 Up	Toll9 Up	2.68025049426941	Q8MQJ9	Brain tumor protein	1000	brat	<ul><li>A NHL-domain family protein that functions a translational repressor to inhibit cell proliferation (PubMed:11274060). Plays a central role in translation repression of hb mRNA by being recruited by nos and pum to the Nanos Response Element (NRE), a 16 bp sequence in the hb mRNA 3'-UTR (PubMed:11274060). Probably recruited by other proteins to repress translation of other mRNAs in other tissues (PubMed:11274060). Involved in the regulation of ribosomal RNA synthesis and cell growth (PubMed:11807032). Participates in abdominal segmentation and imaginal disk development (PubMed:11274060). During neuroblast division, segregates asymmetrically and inhibits self-renewal of one of the two daughter cells (PubMed:16564014). Together with the asymmetrically segregating transcription factor prospero ensures that the daughter cell will stop growing, exit the cell cycle, and differentiate into neurons possibly by modulating the function of dm in ganglion mother cells (GMC) (PubMed:11807032, PubMed:16564014). Restrics developmental potential of type II intermediary neuronal progenitor (INP) cells playing a role in proliferation and maturation of the neuroblasts (PubMed:24550111, PubMed:14561773, PubMed:22143802, PubMed:18342578).</ul>
767	Region1379	chr2L	19571449	19572870	Time	Up	None	None	-1.73901062885376	0.503711606175602	0.987833865702518	1.08519598394466	Yes	6903	FBgn0005672	chr2L	19568296	19568997	-	Up	Time	0.182310089139612	-0.210547161182774	0.0391421088239236	0.440351669201809	2451	Time Up	Time Up	1.52554765314647	Q01083	Protein spitz	1000	spi	<ul><li>Ligand for the EGF receptor (Gurken). Involved in a number of unrelated developmental choices, for example, dorsal-ventral axis formation, glial migration, sensory organ determination, and muscle development. It is required for photoreceptor determination.</ul>
835	Region1600	chr2L	21843294	21844065	Time	Up	None	region 121	-2.20556431193843	1.09453030818507	1.11928241796661	1.98780713312153	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08781231633559	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
836	Region1600	chr2L	21843294	21844065	Time	Up	None	region 122	-2.20556431193843	1.09453030818507	1.11928241796661	1.98780713312153	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08781231633559	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
837	Region1600	chr2L	21843294	21844065	Time	Up	None	region 123	-2.20556431193843	1.09453030818507	1.11928241796661	1.98780713312153	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08781231633559	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
838	Region1600	chr2L	21843294	21844065	Time	Up	None	region 124	-2.20556431193843	1.09453030818507	1.11928241796661	1.98780713312153	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08781231633559	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
839	Region1600	chr2L	21843294	21844065	Time	Up	None	region 125	-2.20556431193843	1.09453030818507	1.11928241796661	1.98780713312153	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	7114	Time Up	Time Up	3.08781231633559	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
842	Region1603	chr2L	21851329	21851861	Time	Up	None	None	-1.59547885052674	0.377024960189824	1.34985068884399	1.5682089030297	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	15149	Time Up	Time Up	2.66821408624376	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
843	Region1603	chr2L	21851329	21851861	Time	Up	None	None	-1.8277356278162	0.396039093362768	1.53995658818726	1.5682089030297	Yes	7121	FBgn0003866	chr2L	21829806	21836179	+	Up	Time	-0.136645287766756	-0.391742635604803	0.72011690849669	1.10000518321406	15149	Time Up	Time Up	2.66821408624376	P22265	Protein teashirt	1000	tsh	<ul><li>Homeotic protein that acts downstream of Arm in the Wg cascade during embryogenesis to determine segment identity throughout the entire trunk. Acts cooperatively with other trunk homeotic proteins to repress head homeotic genes and therefore repress head segmental identity. Necessary, in combination with Scr, for the formation of the prothoracic segment. Promotes eye development in the dorsal region of the eye disk and suppresses eye development in the ventral region in combination with Wg-signaling and several early dorso-ventral eye patterning genes. Required for proper development of proximal leg segments. Has differential functions along the dorso-ventral axs of the antennal and leg disks. May play a role in wing hinge development. Possible involvement in chromatin structure for modulation of transcription. Binds DNA and can act as both a transcriptional repressor and activator. Positively regulates its own expression as well as that of Dll. Negatively regulates the expression of mod. Required for Wg-mediated transcriptional repression of Ubx in the midgut. Also represses transcription of lab in the midgut and is necessary for the proper formation of anterior and central midgut structures. Tiptop (tio) and teashirt (tsh) have, on the whole, common activities. Tio and tsh repress each other's expression and tsh has a crucial role for trunk patterning that is in part masked by ectopic expression of tiptop. Both genes share a common activity required for the activation of Ser and svb and the maintenance of en and wg.</ul>
884	Region1744	chr2R	6195578	6196912	Toll10b	Down	region 59	None	5.52002149368806	-7.53109103822879	2.66566983188683	-2.26185192422679	No	3199	FBgn0033069	chr2R	6200917	6201830	+	Down	Toll10b	2.14263172994521	-2.17390190065018	0.0500919634969005	-1.68945679301925	4004	Toll10b Down	Toll10b Down	-9.70499293887897	A1Z6K7	Eukaryotic translation initiation factor 3 subunit F-2	1000	eIF3f2	<ul><li>Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation.</ul>
885	Region1744	chr2R	6195578	6196912	Toll10b	Down	region 59	None	3.44435062448004	-7.03769925727832	4.00200018190063	-2.26185192422679	No	3199	FBgn0033069	chr2R	6200917	6201830	+	Down	Toll10b	2.14263172994521	-2.17390190065018	0.0500919634969005	-1.68945679301925	4004	Toll10b Down	Toll10b Down	-9.2116011579285	A1Z6K7	Eukaryotic translation initiation factor 3 subunit F-2	1000	eIF3f2	<ul><li>Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation.</ul>
890	Region1757	chr2R	6459774	6460140	Toll9	Up	None	None	-3.47024485274778	-3.13483723620973	8.03004567414382	-3.28762166885584	No	3206	FBgn0086655	chr2R	6503039	6619250	+	Up	Toll9	-0.204719443700482	-0.126541352721899	0.451047135604882	0.0287485628040165	42898	Toll9 Up	Toll9 Up	8.4810928097487	Q7KHG2	Zinc finger protein jing	1000	jing	<ul><li>May functionally interact with Polycomb group (PcG) and trithorax group (trxG) proteins to repress transcription (Probable). Required for Egfr pathway function and MAPK activity in CNS midline and tracheal placodes and for CNS axon development and tracheal tubule development. Required to establish the primary axon scaffold in the brain and for lateral positioning of longitudinal glia, longitudinal axons and neurons. Required for glial survival. Required to establish the proximo-distal axis of the developing leg and for wing vein and alula development. Required for regenerative growth in leg imaginal disks. Required for the initiation of anterior migration of border cells of the ovary.</ul>
1072	Region2036	chr2R	9929474	9930178	Toll10b	Up	None	region 484	-5.78289169792818	13.6728632346513	-8.80153135627083	-0.327078299121848	No	3485	FBgn0011656	chr2R	9916458	9921663	-	Up	Toll10b	-4.16590469189773	8.85866764469546	-6.41425981278346	0.936382843934668	7810	Toll10b Up	Toll10b Up	22.5315308793468	P40791	Myocyte-specific enhancer factor 2	1000	Mef2	<ul><li>Transcription factor that could be a key player in early mesoderm differentiation and may be required for subsequent cell fate specifications within the somatic and visceral/heart mesodermal layers (PubMed:7839146, PubMed:8052612, PubMed:8202544). Essential for myoblast fusion and consequently muscle formation in adults (PubMed:25797154). During embryonic and pupal development, binds to the enhancer of the myoblast fusion gene sing and activates its transcription (PubMed:25797154).</ul>
1230	Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.0929816557034188	-6.76582965241821	7.67082966066999	-1.02171423219527	No	3695	FBgn0003326	chr2R	12780863	12800933	+	Up	Toll9	-2.09325947410345	-0.199639729250429	3.11967799693372	-0.558425480827723	3073	Toll9 Up	Toll9 Up	10.7905076576037	P21520	Protein scabrous	1000	sca	<ul><li>Involved in regulation of neurogenesis. May encode a lateral inhibitor of R8 differentiation. In conjunction with Gp150, promotes Notch activation in response to Delta by regulating acquisition of insensitivity to Delta in a subset of cells.</ul>
1231	Region2307	chr2R	12775674	12777789	Toll9	Up	None	None	-0.484287308043638	-6.68622230766518	7.93778547802333	-1.02171423219527	No	3695	FBgn0003326	chr2R	12780863	12800933	+	Up	Toll9	-2.09325947410345	-0.199639729250429	3.11967799693372	-0.558425480827723	3073	Toll9 Up	Toll9 Up	11.057463474957	P21520	Protein scabrous	1000	sca	<ul><li>Involved in regulation of neurogenesis. May encode a lateral inhibitor of R8 differentiation. In conjunction with Gp150, promotes Notch activation in response to Delta by regulating acquisition of insensitivity to Delta in a subset of cells.</ul>
1381	Region2532	chr2R	15349279	15351088	Time	Up	None	region 884	-1.91216639983073	1.33897538854172	0.282988738519981	2.40915713935945	Yes	3871	FBgn0034013	chr2R	15357028	15367152	+	Up	Time	0.0948473087586569	-0.83915997827408	1.0153900248123	1.60978961503559	5939	Time Up	Time Up	4.01894675439504	Q95TU8	Netrin receptor unc-5	1000	unc-5	<ul><li>Receptor for netrin required for motor axon guidance. Mediates both short- and long-range axon motor repulsion in the developing nervous system upon ligand binding. Also involved in glial migration. While short-range repulsion requires both fra and unc-5, long-range repulsion only requires unc-5.</ul>
