"queryHits" "subjectHits"
"127" 52 2254
"128" 54 2255
"129" 54 2256
"130" 54 2257
"131" 54 2258
"132" 54 2259
"133" 54 2260
"134" 55 2255
"135" 55 2256
"136" 55 2257
"137" 55 2258
"138" 55 2259
"139" 55 2260
"140" 55 2261
"141" 55 2262
"142" 55 2263
"143" 55 2264
"144" 55 2265
"145" 55 2266
"146" 56 2261
"147" 56 2262
"148" 56 2263
"149" 56 2264
"150" 56 2265
"151" 56 2266
"152" 57 2607
"153" 57 2608
"154" 57 2609
"155" 57 2610
"156" 57 2611
"157" 57 2612
"158" 61 2634
"159" 61 2635
"160" 61 2636
"161" 61 2637
"162" 61 2638
"163" 61 2639
"164" 61 2640
"165" 61 2641
"166" 61 2642
"167" 62 2634
"168" 62 2635
"169" 62 2636
"170" 62 2637
"171" 62 2638
"172" 62 2639
"173" 62 2640
"174" 62 2641
"175" 62 2642
"176" 65 2670
"177" 65 2671
"178" 65 2672
"179" 65 2673
"180" 65 2674
"181" 65 2675
"182" 65 2676
"183" 66 2670
"184" 66 2671
"185" 66 2672
"186" 66 2673
"187" 66 2674
"188" 66 2675
"189" 66 2676
"190" 66 2677
"191" 66 2678
"192" 66 2679
"193" 66 2680
"194" 66 2681
"195" 66 2682
"196" 66 2683
"197" 66 2684
"198" 66 2685
"199" 69 2756
"200" 69 2757
"201" 69 2758
"202" 69 2759
"203" 69 2760
"204" 69 2761
"205" 69 2762
"206" 69 2763
"207" 69 2764
"208" 70 2765
"209" 70 2766
"210" 70 2767
"211" 70 2768
"212" 70 2769
"213" 70 2770
"214" 71 2765
"215" 71 2766
"216" 71 2767
"217" 71 2768
"218" 71 2769
"219" 71 2770
"220" 71 2771
"221" 71 2772
"222" 71 2773
"223" 73 2913
"224" 73 2914
"225" 73 2915
"226" 73 2916
"227" 73 2917
"228" 73 2918
"229" 80 3829
"230" 80 3830
"231" 80 3831
"232" 82 4061
"233" 82 4062
"234" 82 4063
"235" 82 4064
"236" 82 4065
"237" 82 4066
"238" 85 4366
"239" 85 4367
"240" 85 4368
"241" 85 4369
"242" 85 4370
"243" 85 4371
"244" 86 4366
"245" 86 4367
"246" 86 4368
"247" 86 4369
"248" 86 4370
"249" 86 4371
"250" 87 4369
"251" 87 4370
"252" 87 4371
"253" 88 4372
"254" 88 4373
"255" 88 4374
"256" 88 4375
"257" 93 4770
"258" 93 4771
"259" 93 4772
"260" 93 4773
"261" 93 4774
"262" 93 4775
"263" 94 4782
"264" 94 4783
"265" 94 4784
"266" 95 4840
"267" 95 4841
"268" 95 4842
"269" 95 4843
"270" 95 4844
"271" 95 4845
"272" 95 4846
"273" 95 4847
"274" 95 4848
"275" 97 5214
"276" 97 5215
"277" 97 5216
"278" 97 5217
"279" 97 5218
"280" 97 5219
"281" 97 5220
"282" 97 5221
"283" 97 5222
"284" 98 5220
"285" 98 5221
"286" 98 5222
"287" 98 5223
"288" 98 5224
"289" 98 5225
"290" 101 5372
"291" 101 5373
"292" 101 5374
"293" 101 5375
"294" 101 5376
"295" 101 5377
"296" 102 5372
"297" 102 5373
"298" 102 5374
"299" 102 5375
"300" 102 5376
"301" 102 5377
"302" 104 5676
"303" 104 5677
"304" 104 5678
"305" 104 5679
"306" 104 5680
"307" 104 5681
"308" 106 5857
"309" 106 5858
"310" 106 5859
"311" 106 5860
"312" 106 5861
"313" 106 5862
"314" 106 5863
"315" 106 5864
"316" 106 5865
"317" 106 5866
"318" 106 5867
"319" 106 5868
"320" 106 5869
"321" 106 5870
"322" 106 5871
"323" 106 5872
"324" 106 5873
"325" 106 5874
"326" 106 5875
"327" 106 5876
"328" 106 5877
"329" 106 5878
"330" 108 6055
"331" 108 6056
"332" 108 6057
"333" 108 6058
"334" 108 6059
"335" 108 6060
"336" 108 6061
"337" 108 6062
"338" 108 6063
"339" 109 6679
"340" 109 6680
"341" 109 6681
"342" 110 6679
"343" 110 6680
"344" 110 6681
"345" 110 6682
"346" 110 6683
"347" 110 6684
"348" 111 6685
"349" 111 6686
"350" 111 6687
"351" 111 6688
"352" 111 6689
"353" 111 6690
"354" 117 7724
"355" 117 7725
"356" 117 7726
"357" 118 7737
"358" 118 7738
"359" 118 7739
"360" 118 7740
"361" 118 7741
"362" 118 7742
"363" 119 7746
"364" 119 7747
"365" 119 7748
"366" 119 7749
"367" 119 7750
"368" 119 7751
"369" 119 7752
"370" 119 7753
"371" 119 7754
"372" 119 7755
"373" 119 7756
"374" 120 7746
"375" 120 7747
"376" 120 7748
"377" 120 7749
"378" 120 7750
"379" 120 7751
"380" 120 7752
"381" 120 7753
"382" 120 7754
"383" 120 7755
"384" 120 7756
"385" 120 7757
"386" 120 7758
"387" 120 7759
"388" 120 7760
"389" 120 7761
"390" 120 7762
"391" 120 7763
"392" 120 7764
"393" 120 7765
"394" 121 7746
"395" 121 7747
"396" 121 7748
"397" 121 7749
"398" 121 7750
"399" 121 7751
"400" 121 7752
"401" 121 7753
"402" 121 7754
"403" 121 7755
"404" 121 7756
"405" 121 7757
"406" 121 7758
"407" 121 7759
"408" 121 7760
"409" 121 7761
"410" 121 7762
"411" 121 7763
"412" 121 7764
"413" 121 7765
"414" 122 7784
"415" 122 7785
"416" 122 7786
"417" 123 7787
"418" 123 7788
"419" 123 7789
"420" 123 7790
"421" 123 7791
"422" 123 7792
"423" 124 7787
"424" 124 7788
"425" 124 7789
"426" 124 7790
"427" 124 7791
"428" 124 7792
"429" 128 7930
"430" 128 7931
"431" 128 7932
"432" 128 7933
"433" 128 7934
"434" 128 7935
"435" 128 7936
"436" 128 7937
"437" 128 7938
"438" 129 8436
"439" 129 8437
"440" 129 8438
"441" 129 8439
"442" 129 8440
"443" 129 8441
"444" 130 8657
"445" 130 8658
"446" 130 8659
"447" 130 8660
"448" 130 8661
"449" 130 8662
"450" 133 9234
"451" 133 9235
"452" 133 9236
"453" 133 9237
"454" 133 9238
"455" 133 9239
"456" 134 9240
"457" 134 9241
"458" 134 9242
"459" 134 9243
"460" 134 9244
"461" 134 9245
"462" 134 9246
"463" 134 9247
"464" 134 9248
"465" 134 9249
"466" 134 9250
"467" 134 9251
"468" 134 9252
"469" 134 9253
"470" 134 9254
"471" 134 9255
"472" 134 9256
"473" 134 9257
"474" 136 9555
"475" 136 9556
"476" 136 9557
"477" 138 9825
"478" 138 9826
"479" 138 9827
"480" 138 9828
"481" 139 9829
"482" 139 9830
"483" 139 9831
"484" 139 9832
"485" 139 9833
"486" 139 9834
"487" 139 9835
"488" 139 9836
"489" 139 9837
"490" 139 9838
"491" 139 9839
"492" 140 9833
"493" 140 9834
"494" 140 9835
"495" 140 9836
"496" 140 9837
"497" 140 9838
"498" 140 9839
"499" 140 9840
"500" 140 9841
"501" 140 9842
"502" 141 9840
"503" 141 9841
"504" 141 9842
"505" 143 10098
"506" 143 10099
"507" 143 10100
"508" 145 10748
"509" 145 10749
"510" 145 10750
"511" 146 10748
"512" 146 10749
"513" 146 10750
"514" 148 11115
"515" 148 11116
"516" 148 11117
"517" 148 11118
"518" 148 11119
"519" 148 11120
"520" 149 11115
"521" 149 11116
"522" 149 11117
"523" 149 11118
"524" 149 11119
"525" 149 11120
"526" 150 11121
"527" 150 11122
"528" 150 11123
"529" 151 11368
"530" 151 11369
"531" 151 11370
"532" 151 11371
"533" 151 11372
"534" 151 11373
"535" 151 11374
"536" 151 11375
"537" 151 11376
"538" 155 11777
"539" 155 11778
"540" 155 11779
"541" 155 11780
"542" 155 11781
"543" 155 11782
"544" 157 12106
"545" 157 12107
"546" 157 12108
"547" 157 12109
"548" 157 12110
"549" 157 12111
"550" 157 12112
"551" 157 12113
"552" 157 12114
"553" 163 13338
"554" 163 13339
"555" 163 13340
"556" 163 13341
"557" 163 13342
"558" 163 13343
"559" 164 13338
"560" 164 13339
"561" 164 13340
"562" 164 13341
"563" 164 13342
"564" 164 13343
"565" 167 13758
"566" 167 13759
"567" 167 13760
"568" 167 13761
"569" 167 13762
"570" 167 13763
"571" 169 13792
"572" 169 13793
"573" 169 13794
"574" 169 13795
"575" 169 13796
"576" 169 13797
"577" 169 13798
"578" 169 13799
"579" 169 13800
"580" 169 13801
"581" 169 13802
"582" 169 13803
"583" 169 13804
"584" 169 13805
"585" 169 13806
"586" 170 13802
"587" 170 13803
"588" 170 13804
"589" 170 13805
"590" 170 13806
"591" 175 14196
"592" 175 14197
"593" 175 14198
"594" 176 14196
"595" 176 14197
"596" 176 14198
"597" 176 14199
"598" 176 14200
"599" 176 14201
"600" 176 14202
"601" 176 14203
"602" 176 14204
"603" 177 14205
"604" 177 14206
"605" 177 14207
"606" 177 14208
"607" 177 14209
"608" 177 14210
"609" 177 14211
"610" 177 14212
"611" 177 14213
"612" 178 14281
"613" 178 14282
"614" 178 14283
"615" 178 14284
"616" 178 14285
"617" 178 14286
"618" 181 14895
"619" 181 14896
"620" 181 14897
"621" 181 14898
"622" 181 14899
"623" 181 14900
"624" 182 15387
"625" 182 15388
"626" 182 15389
"627" 182 15390
"628" 182 15391
"629" 182 15392
"630" 182 15393
"631" 182 15394
"632" 182 15395
"633" 183 15753
"634" 183 15754
"635" 183 15755
"636" 183 15756
"637" 183 15757
"638" 183 15758
"639" 183 15759
"640" 183 15760
"641" 183 15761
"642" 183 15762
"643" 183 15763
"644" 183 15764
"645" 183 15765
"646" 183 15766
"647" 183 15767
"648" 183 15768
"649" 183 15769
"650" 183 15770
"651" 183 15771
"652" 183 15772
"653" 183 15773
"654" 185 16129
"655" 185 16130
"656" 185 16131
"657" 185 16132
"658" 185 16133
"659" 185 16134
"660" 185 16135
"661" 185 16136
"662" 185 16137
"663" 185 16138
"664" 185 16139
"665" 185 16140
"666" 188 16279
"667" 188 16280
"668" 188 16281
"669" 188 16282
"670" 188 16283
"671" 188 16284
"672" 188 16285
"673" 188 16286
"674" 188 16287
"675" 189 16288
"676" 189 16289
"677" 189 16290
"678" 189 16291
"679" 189 16292
"680" 189 16293
"681" 190 16364
"682" 190 16365
"683" 190 16366
"684" 192 16602
"685" 192 16603
"686" 192 16604
"687" 192 16605
"688" 192 16606
"689" 192 16607
"690" 192 16608
"691" 192 16609
"692" 192 16610
"693" 192 16611
"694" 192 16612
"695" 192 16613
"696" 192 16614
"697" 192 16615
"698" 193 16649
"699" 193 16650
"700" 193 16651
"701" 193 16652
"702" 193 16653
"703" 193 16654
"704" 193 16655
"705" 193 16656
"706" 193 16657
"707" 194 16649
"708" 194 16650
"709" 194 16651
"710" 194 16652
"711" 194 16653
"712" 194 16654
"713" 194 16655
"714" 194 16656
"715" 194 16657
"716" 197 17444
"717" 197 17445
"718" 197 17446
"719" 197 17447
"720" 197 17448
"721" 197 17449
"722" 197 17450
"723" 197 17451
"724" 197 17452
"725" 197 17453
"726" 197 17454
"727" 197 17455
"728" 197 17456
"729" 197 17457
"730" 197 17458
"731" 198 17448
"732" 198 17449
"733" 198 17450
"734" 198 17451
"735" 198 17452
"736" 198 17453
"737" 198 17454
"738" 198 17455
"739" 198 17456
"740" 198 17457
"741" 198 17458
"742" 198 17459
"743" 198 17460
"744" 198 17461
"745" 199 17456
"746" 199 17457
"747" 199 17458
"748" 199 17459
"749" 199 17460
"750" 199 17461
"751" 199 17462
"752" 199 17463
"753" 199 17464
"754" 199 17465
"755" 199 17466
"756" 199 17467
"757" 199 17468
"758" 199 17469
"759" 199 17470
"760" 200 17462
"761" 200 17463
"762" 200 17464
"763" 200 17465
"764" 200 17466
"765" 200 17467
"766" 200 17468
"767" 200 17469
"768" 200 17470
"769" 200 17471
"770" 200 17472
"771" 200 17473
"772" 200 17474
"773" 200 17475
"774" 200 17476
"775" 200 17477
"776" 200 17478
"777" 200 17479
"778" 201 17471
"779" 201 17472
"780" 201 17473
"781" 201 17474
"782" 201 17475
"783" 201 17476
"784" 201 17477
"785" 201 17478
"786" 201 17479
"787" 202 17512
"788" 202 17513
"789" 202 17514
"790" 202 17515
"791" 202 17516
"792" 202 17517
"793" 206 18258
"794" 206 18259
"795" 206 18260
"796" 206 18261
"797" 206 18262
"798" 206 18263
"799" 206 18264
"800" 206 18265
"801" 206 18266
"802" 207 18542
"803" 207 18543
"804" 207 18544
"805" 207 18545
"806" 207 18546
"807" 207 18547
"808" 207 18548
"809" 207 18549
"810" 207 18550
"811" 207 18551
"812" 207 18552
"813" 207 18553
"814" 207 18554
"815" 207 18555
"816" 207 18556
"817" 207 18557
"818" 207 18558
"819" 207 18559
"820" 208 18633
"821" 208 18634
"822" 208 18635
"823" 208 18636
"824" 208 18637
"825" 208 18638
"826" 209 18961
"827" 209 18962
"828" 209 18963
"829" 210 19071
"830" 210 19072
"831" 210 19073
"832" 210 19074
"833" 210 19075
"834" 210 19076
"835" 210 19077
"836" 210 19078
"837" 210 19079
"838" 210 19080
"839" 210 19081
"840" 210 19082
"841" 211 19199
"842" 211 19200
"843" 211 19201
"844" 211 19202
"845" 211 19203
"846" 211 19204
"847" 214 19353
"848" 214 19354
"849" 214 19355
"850" 214 19356
"851" 214 19357
"852" 214 19358
"853" 214 19359
"854" 214 19360
"855" 214 19361
"856" 217 20227
"857" 217 20228
"858" 217 20229
"859" 218 20651
"860" 218 20652
"861" 218 20653
"862" 218 20654
"863" 218 20655
"864" 218 20656
"865" 218 20657
"866" 218 20658
"867" 218 20659
"868" 218 20660
"869" 218 20661
"870" 218 20662
"871" 218 20663
"872" 218 20664
"873" 218 20665
"874" 218 20666
"875" 218 20667
"876" 218 20668
"877" 218 20669
"878" 218 20670
"879" 218 20671
"880" 218 20672
"881" 218 20673
"882" 218 20674
"883" 221 20978
"884" 221 20979
"885" 221 20980
"886" 221 20981
"887" 221 20982
"888" 221 20983
"889" 222 20978
"890" 222 20979
"891" 222 20980
"892" 222 20981
"893" 222 20982
"894" 222 20983
"895" 223 20981
"896" 223 20982
"897" 223 20983
"898" 231 22250
"899" 231 22251
"900" 231 22252
"901" 231 22253
"902" 231 22254
"903" 231 22255
"904" 231 22256
"905" 231 22257
"906" 231 22258
"907" 231 22259
"908" 231 22260
"909" 231 22261
"910" 232 22262
"911" 232 22263
"912" 232 22264
"913" 232 22265
"914" 232 22266
"915" 232 22267
"916" 233 22262
"917" 233 22263
"918" 233 22264
"919" 233 22265
"920" 233 22266
"921" 233 22267
"922" 235 22268
"923" 235 22269
"924" 235 22270
"925" 239 22893
"926" 239 22894
"927" 239 22895
"928" 239 22896
"929" 239 22897
"930" 239 22898
"931" 239 22899
"932" 239 22900
"933" 239 22901
"934" 239 22902
"935" 239 22903
"936" 239 22904
"937" 240 23034
"938" 240 23035
"939" 240 23036
"940" 240 23037
"941" 240 23038
"942" 240 23039
"943" 240 23040
"944" 240 23041
"945" 240 23042
"946" 241 23560
"947" 241 23561
"948" 241 23562
"949" 241 23563
"950" 241 23564
"951" 241 23565
"952" 243 23637
"953" 243 23638
"954" 243 23639
"955" 243 23640
"956" 243 23641
"957" 243 23642
"958" 243 23643
"959" 243 23644
"960" 243 23645
"961" 245 24295
"962" 245 24296
"963" 245 24297
"964" 246 24637
"965" 246 24638
"966" 246 24639
"967" 246 24640
"968" 246 24641
"969" 246 24642
"970" 246 24643
"971" 246 24644
"972" 246 24645
"973" 246 24646
"974" 246 24647
"975" 246 24648
"976" 247 24646
"977" 247 24647
"978" 247 24648
"979" 249 24827
"980" 249 24828
"981" 249 24829
"982" 249 24830
"983" 249 24831
"984" 249 24832
"985" 250 24827
"986" 250 24828
"987" 250 24829
"988" 250 24830
"989" 250 24831
"990" 250 24832
"991" 250 24833
"992" 250 24834
"993" 250 24835
"994" 251 24830
"995" 251 24831
"996" 251 24832
"997" 251 24833
"998" 251 24834
"999" 251 24835
"1000" 251 24836
"1001" 251 24837
"1002" 251 24838
"1003" 252 24845
"1004" 252 24846
"1005" 252 24847
"1006" 255 24915
"1007" 255 24916
"1008" 255 24917
"1009" 255 24918
"1010" 255 24919
"1011" 255 24920
"1012" 255 24921
"1013" 255 24922
"1014" 255 24923
"1015" 255 24924
"1016" 255 24925
"1017" 255 24926
"1018" 256 24915
"1019" 256 24916
"1020" 256 24917
"1021" 256 24918
"1022" 256 24919
"1023" 256 24920
"1024" 256 24921
"1025" 256 24922
"1026" 256 24923
"1027" 256 24924
"1028" 256 24925
"1029" 256 24926
"1030" 258 26034
"1031" 258 26035
"1032" 258 26036
"1033" 258 26037
"1034" 258 26038
"1035" 258 26039
"1036" 259 26034
"1037" 259 26035
"1038" 259 26036
"1039" 259 26037
"1040" 259 26038
"1041" 259 26039
"1042" 259 26040
"1043" 259 26041
"1044" 259 26042
"1045" 260 26037
"1046" 260 26038
"1047" 260 26039
"1048" 260 26040
"1049" 260 26041
"1050" 260 26042
"1051" 264 26218
"1052" 264 26219
"1053" 264 26220
"1054" 264 26221
"1055" 264 26222
"1056" 264 26223
"1057" 265 26369
"1058" 265 26370
"1059" 265 26371
"1060" 265 26372
"1061" 265 26373
"1062" 265 26374
"1063" 265 26375
"1064" 265 26376
"1065" 265 26377
"1066" 266 26369
"1067" 266 26370
"1068" 266 26371
"1069" 266 26372
"1070" 266 26373
"1071" 266 26374
"1072" 266 26375
"1073" 266 26376
"1074" 266 26377
"1075" 267 26890
"1076" 267 26891
"1077" 267 26892
"1078" 267 26893
"1079" 267 26894
"1080" 267 26895
"1081" 267 26896
"1082" 267 26897
"1083" 267 26898
"1084" 268 27584
"1085" 268 27585
"1086" 268 27586
"1087" 268 27587
"1088" 268 27588
"1089" 268 27589
"1090" 269 27584
"1091" 269 27585
"1092" 269 27586
"1093" 269 27587
"1094" 269 27588
"1095" 269 27589
"1096" 269 27590
"1097" 269 27591
"1098" 269 27592
"1099" 269 27593
"1100" 269 27594
"1101" 269 27595
"1102" 270 27584
"1103" 270 27585
"1104" 270 27586
"1105" 270 27587
"1106" 270 27588
"1107" 270 27589
"1108" 270 27590
"1109" 270 27591
"1110" 270 27592
"1111" 270 27593
"1112" 270 27594
"1113" 270 27595
"1114" 270 27596
"1115" 270 27597
"1116" 270 27598
"1117" 271 27688
"1118" 271 27689
"1119" 271 27690
"1120" 271 27691
"1121" 271 27692
"1122" 271 27693
"1123" 272 28348
"1124" 272 28349
"1125" 272 28350
