"queryHits" "subjectHits"
"125" 25 1310
"126" 25 1311
"127" 25 1312
"128" 25 1313
"129" 26 1311
"130" 26 1312
"131" 26 1313
"132" 26 1314
"133" 26 1315
"134" 26 1316
"135" 26 1317
"136" 27 1314
"137" 27 1315
"138" 27 1316
"139" 27 1317
"140" 29 1614
"141" 29 1615
"142" 29 1616
"143" 29 1617
"144" 29 1618
"145" 29 1619
"146" 29 1620
"147" 29 1621
"148" 29 1622
"149" 29 1623
"150" 29 1624
"151" 29 1625
"152" 29 1626
"153" 29 1627
"154" 29 1628
"155" 29 1629
"156" 29 1630
"157" 29 1631
"158" 30 1623
"159" 30 1624
"160" 30 1625
"161" 30 1626
"162" 30 1627
"163" 30 1628
"164" 30 1629
"165" 30 1630
"166" 30 1631
"167" 34 2314
"168" 34 2315
"169" 34 2316
"170" 34 2317
"171" 34 2318
"172" 34 2319
"173" 35 2431
"174" 35 2432
"175" 35 2433
"176" 35 2434
"177" 35 2435
"178" 35 2436
"179" 35 2437
"180" 35 2438
"181" 35 2439
"182" 35 2440
"183" 35 2441
"184" 35 2442
"185" 35 2443
"186" 35 2444
"187" 35 2445
"188" 35 2446
"189" 35 2447
"190" 35 2448
"191" 36 2449
"192" 36 2450
"193" 36 2451
"194" 36 2452
"195" 36 2453
"196" 36 2454
"197" 36 2455
"198" 36 2456
"199" 36 2457
"200" 36 2458
"201" 36 2459
"202" 36 2460
"203" 36 2461
"204" 36 2462
"205" 36 2463
"206" 36 2464
"207" 39 4862
"208" 39 4863
"209" 39 4864
"210" 39 4865
"211" 39 4866
"212" 39 4867
"213" 39 4868
"214" 39 4869
"215" 39 4870
"216" 39 4871
"217" 39 4872
"218" 39 4873
"219" 39 4874
"220" 39 4875
"221" 39 4876
"222" 39 4877
"223" 39 4878
"224" 39 4879
"225" 39 4880
"226" 39 4881
"227" 39 4882
"228" 39 4883
"229" 39 4884
"230" 39 4885
"231" 43 5217
"232" 43 5218
"233" 43 5219
"234" 43 5220
"235" 43 5221
"236" 43 5222
"237" 43 5223
"238" 43 5224
"239" 43 5225
"240" 43 5226
"241" 43 5227
"242" 43 5228
"243" 44 6950
"244" 44 6951
"245" 44 6952
"246" 44 6953
"247" 44 6954
"248" 44 6955
"249" 45 7760
"250" 45 7761
"251" 45 7762
"252" 45 7763
"253" 45 7764
"254" 45 7765
"255" 45 7766
"256" 45 7767
"257" 45 7768
"258" 47 8333
"259" 47 8334
"260" 47 8335
"261" 47 8336
"262" 47 8337
"263" 47 8338
"264" 52 11558
"265" 52 11559
"266" 52 11560
"267" 52 11561
"268" 52 11562
"269" 52 11563
"270" 58 12315
"271" 58 12316
"272" 58 12317
"273" 58 12318
"274" 58 12319
"275" 58 12320
"276" 58 12321
"277" 58 12322
"278" 58 12323
"279" 58 12324
"280" 58 12325
"281" 58 12326
"282" 58 12327
"283" 58 12328
"284" 58 12329
"285" 61 13731
"286" 61 13732
"287" 61 13733
"288" 61 13734
"289" 61 13735
"290" 61 13736
"291" 63 15013
"292" 63 15014
"293" 63 15015
"294" 63 15016
"295" 63 15017
"296" 63 15018
"297" 63 15019
"298" 63 15020
"299" 63 15021
"300" 64 15022
"301" 64 15023
"302" 64 15024
"303" 64 15025
"304" 64 15026
"305" 64 15027
"306" 64 15028
"307" 64 15029
"308" 64 15030
"309" 64 15031
"310" 64 15032
"311" 64 15033
"312" 64 15034
"313" 64 15035
"314" 64 15036
"315" 65 15034
"316" 65 15035
"317" 65 15036
"318" 65 15037
"319" 65 15038
"320" 65 15039
"321" 65 15040
"322" 65 15041
"323" 65 15042
"324" 65 15043
"325" 65 15044
"326" 65 15045
"327" 65 15046
"328" 65 15047
"329" 65 15048
"330" 65 15049
"331" 65 15050
"332" 65 15051
"333" 66 15121
"334" 66 15122
"335" 66 15123
"336" 67 15598
"337" 67 15599
"338" 67 15600
"339" 67 15601
"340" 67 15602
"341" 67 15603
"342" 69 16551
"343" 69 16552
"344" 69 16553
"345" 69 16554
"346" 69 16555
"347" 69 16556
"348" 69 16557
"349" 69 16558
"350" 69 16559
"351" 74 17405
"352" 74 17406
"353" 74 17407
"354" 75 17405
"355" 75 17406
"356" 75 17407
"357" 75 17408
"358" 75 17409
"359" 75 17410
"360" 75 17411
"361" 76 17408
"362" 76 17409
"363" 76 17410
"364" 76 17411
"365" 81 17923
"366" 81 17924
"367" 81 17925
"368" 81 17926
"369" 81 17927
"370" 81 17928
"371" 83 18477
"372" 83 18478
"373" 83 18479
"374" 83 18480
"375" 83 18481
"376" 83 18482
"377" 83 18483
"378" 83 18484
"379" 83 18485
"380" 83 18486
"381" 83 18487
"382" 83 18488
"383" 83 18489
"384" 83 18490
"385" 83 18491
"386" 83 18492
"387" 83 18493
"388" 83 18494
"389" 83 18495
"390" 83 18496
"391" 83 18497
"392" 83 18498
"393" 83 18499
"394" 83 18500
"395" 83 18501
"396" 83 18502
"397" 84 18503
"398" 84 18504
"399" 84 18505
"400" 84 18506
"401" 84 18507
"402" 84 18508
"403" 85 18509
"404" 85 18510
"405" 85 18511
"406" 85 18512
"407" 85 18513
"408" 85 18514
"409" 85 18515
"410" 85 18516
"411" 85 18517
"412" 86 18512
"413" 86 18513
"414" 86 18514
"415" 86 18515
"416" 86 18516
"417" 86 18517
"418" 89 18560
"419" 89 18561
"420" 89 18562
"421" 94 19354
"422" 94 19355
"423" 94 19356
"424" 94 19357
"425" 94 19358
"426" 94 19359
"427" 94 19360
"428" 94 19361
"429" 94 19362
"430" 94 19363
"431" 94 19364
"432" 94 19365
"433" 94 19366
"434" 94 19367
"435" 94 19368
"436" 95 20033
"437" 95 20034
"438" 95 20035
"439" 95 20036
"440" 95 20037
"441" 95 20038
"442" 96 22049
"443" 96 22050
"444" 96 22051
"445" 96 22052
"446" 96 22053
"447" 96 22054
"448" 96 22055
"449" 96 22056
"450" 96 22057
"451" 96 22058
"452" 96 22059
"453" 96 22060
"454" 96 22061
"455" 98 22395
"456" 98 22396
"457" 98 22397
"458" 98 22398
"459" 98 22399
"460" 98 22400
"461" 100 22955
"462" 100 22956
"463" 100 22957
"464" 100 22958
"465" 100 22959
"466" 100 22960
"467" 100 22961
"468" 100 22962
"469" 100 22963
"470" 100 22964
"471" 100 22965
"472" 100 22966
"473" 100 22967
"474" 100 22968
"475" 100 22969
"476" 101 22979
"477" 101 22980
"478" 101 22981
"479" 101 22982
"480" 101 22983
"481" 101 22984
"482" 102 22985
"483" 102 22986
"484" 102 22987
"485" 102 22988
"486" 102 22989
"487" 102 22990
"488" 102 22991
"489" 102 22992
"490" 102 22993
"491" 103 23626
"492" 103 23627
"493" 103 23628
"494" 103 23629
"495" 103 23630
"496" 103 23631
"497" 103 23632
"498" 103 23633
"499" 103 23634
"500" 103 23635
"501" 103 23636
"502" 103 23637
"503" 103 23638
"504" 103 23639
"505" 103 23640
"506" 103 23641
"507" 103 23642
"508" 103 23643
"509" 103 23644
"510" 103 23645
"511" 103 23646
"512" 103 23647
"513" 104 24712
"514" 104 24713
"515" 104 24714
"516" 104 24715
"517" 104 24716
"518" 104 24717
"519" 104 24718
"520" 104 24719
"521" 104 24720
"522" 104 24721
"523" 104 24722
"524" 104 24723
"525" 105 24721
"526" 105 24722
"527" 105 24723
"528" 105 24724
"529" 105 24725
"530" 105 24726
"531" 105 24727
"532" 105 24728
"533" 105 24729
"534" 106 26485
"535" 106 26486
"536" 106 26487
"537" 106 26488
"538" 106 26489
"539" 106 26490
"540" 106 26491
"541" 106 26492
"542" 106 26493
"543" 106 26494
"544" 106 26495
"545" 106 26496
"546" 106 26497
"547" 106 26498
"548" 106 26499
"549" 107 26485
"550" 107 26486
"551" 107 26487
"552" 107 26488
"553" 107 26489
"554" 107 26490
"555" 107 26491
"556" 107 26492
"557" 107 26493
"558" 107 26494
"559" 107 26495
"560" 107 26496
"561" 107 26497
"562" 107 26498
"563" 107 26499
"564" 107 26500
"565" 107 26501
"566" 107 26502
"567" 107 26503
"568" 107 26504
"569" 107 26505
"570" 108 26494
"571" 108 26495
"572" 108 26496
"573" 108 26497
"574" 108 26498
"575" 108 26499
"576" 108 26500
"577" 108 26501
"578" 108 26502
"579" 108 26503
"580" 108 26504
"581" 108 26505
"582" 108 26506
"583" 108 26507
"584" 108 26508
"585" 109 28528
"586" 109 28529
"587" 109 28530
"588" 109 28531
"589" 109 28532
"590" 109 28533
